Team Name,Survey Data,Well-being,Needs,Engagement,Autonomy,Belonging,Competence,Leadership,Management,Returns,Rewards,Status,Myself,Tasks,Free,Mastery,Competent,Learn,Group,Talk,Care,Satisfied,Meaning,Stay,Ideas,Values,Understands,Encourages,Listens,Network,Friendly,Team,Appreciated,Responsibilities,Work,Impact,Strong,Drained,Frustrated,Volunteer,Staff,Position
Gambian RC,2020-07-26 21:53:16.398000,3.2,4.9,4.4,5.0,5.0,4.5,4.0,4.5,5.0,3.5,5.0,5,5,5,4,5,5,5,5,5,3,5,4,5,5,2,5,5,5,5,4,5,5,2,5,4,3,4,1,0,Volunteer
Gambian RC,2020-07-26 21:53:16.398000,3.7,4.5,4.8,4.7,4.3,4.5,4.7,4.3,5.0,3.0,5.0,5,4,5,4,5,5,4,4,5,4,5,5,5,5,5,4,5,5,5,5,5,3,3,5,7,4,4,1,0,Volunteer
Gambian RC,2020-07-26 21:53:16.398000,3.9,3.9,3.4,4.0,4.0,3.5,1.0,3.5,3.0,3.5,4.0,4,4,4,3,4,3,4,4,4,4,4,3,3,3,1,1,1,3,3,4,4,4,3,4,5,3,2,1,0,Volunteer
Gambian RC,2020-07-26 21:53:16.398000,3.7,3.6,4.2,3.7,4.0,3.0,4.0,4.3,5.0,3.5,4.5,5,3,3,2,4,5,4,4,4,4,5,5,3,4,4,4,4,5,5,3,4,3,4,5,6,3,4,1,0,Volunteer
Gambian RC,2020-07-26 21:53:16.398000,4.6,4.8,4.4,4.7,4.7,5.0,4.0,4.0,5.0,2.0,5.0,4,5,5,5,5,5,5,4,5,4,5,3,5,5,4,4,4,5,4,5,5,2,2,5,7,2,2,1,0,Volunteer
Gambian RC,2020-07-26 21:53:16.398000,3.7,3.8,4.2,3.3,4.3,3.5,3.3,4.0,4.5,3.0,4.5,4,4,2,3,4,4,5,3,5,3,5,4,5,4,4,3,3,5,4,5,5,3,3,4,5,3,3,1,0,Volunteer
Gambian RC,2020-07-26 21:53:16.398000,4.6,4.4,4.8,4.7,4.7,3.5,4.3,4.5,5.0,3.5,5.0,4,5,5,3,4,5,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,3,5,7,2,2,1,0,Volunteer
Gambian RC,2020-07-26 21:53:16.398000,4.1,3.9,4.2,4.0,4.3,3.0,3.7,4.2,4.5,3.5,4.5,4,3,5,3,3,4,4,4,5,4,4,5,5,3,4,3,4,5,4,3,4,4,3,5,6,3,2,1,0,Volunteer
Ethiopian RC,2020-07-26 21:53:16.398000,3.9,4.6,4.8,4.7,4.7,4.5,5.0,4.5,4.5,4.0,5.0,5,4,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,4,5,4,4,5,6,3,3,1,0,Volunteer
Ethiopian RC,2020-07-26 21:53:16.398000,3.2,4.2,4.2,4.3,4.7,3.5,2.0,3.5,4.0,3.0,3.5,5,3,5,4,3,4,5,5,4,4,4,4,5,4,2,2,2,4,5,4,3,3,3,4,5,4,4,1,0,Volunteer
Ethiopian RC,2020-07-26 21:53:16.398000,4.6,4.6,4.6,5.0,4.3,4.5,4.3,3.5,3.5,3.0,4.0,5,5,5,4,5,5,5,4,4,5,5,4,5,4,4,5,4,2,5,4,3,3,3,5,6,2,1,1,0,Volunteer
Ethiopian RC,2020-07-26 21:53:16.398000,3.7,3.5,4.8,4.7,2.7,3.0,3.7,4.8,5.0,5.0,4.5,4,5,5,1,5,5,5,1,2,5,4,5,5,5,5,1,5,5,5,5,4,5,5,5,1,1,1,1,0,Volunteer
Ethiopian RC,2020-07-26 21:53:16.398000,5.0,4.5,4.6,5.0,4.0,4.5,5.0,4.2,5.0,3.0,4.5,5,5,5,4,5,5,4,4,4,5,5,4,4,5,5,5,5,5,5,4,5,3,3,4,7,1,1,1,0,Volunteer
Ethiopian RC,2020-07-26 21:53:16.398000,3.4,3.8,4.4,4.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,4,4,4,4,2,2,4,4,4,5,5,4,4,4,2,2,2,4,5,4,4,2,2,4,3,2,3,1,0,Volunteer
Ethiopian RC,2020-07-26 21:53:16.398000,4.6,4.2,4.4,4.7,3.3,5.0,3.7,4.2,4.0,4.5,4.0,4,5,5,5,5,5,3,4,3,5,4,4,5,4,3,4,4,3,2,4,3,4,5,5,7,3,1,1,0,Volunteer
Ethiopian RC,2020-07-26 21:53:16.398000,3.7,4.0,4.6,3.7,5.0,3.0,4.0,4.5,4.5,4.0,5.0,4,3,4,4,2,5,5,5,5,5,5,5,5,3,4,4,4,4,5,4,5,5,3,5,6,6,1,1,0,Volunteer
Ethiopian RC,2020-07-26 21:53:16.398000,2.1,4.6,4.2,4.3,4.7,5.0,4.3,4.3,4.0,4.5,4.5,5,4,4,5,5,4,5,5,4,5,4,3,4,5,4,5,4,4,5,5,4,4,5,5,6,7,7,1,0,Volunteer
